uuid,filename,account_name,retina-face_score,facial_area,right_eye,left_eye,nose,mouth_right,mouth_left,image_width,image_height,filepath
ee57d630-386d-4cdd-9683-69546d4d5807,robert.habeck_23-09-2021_00:00_video4.jpeg,robert.habeck,0.9888622164726256,"[199, 590, 210, 605]","[202.1757, 596.62317]","[207.0112, 596.8543]","[204.47472, 599.7109]","[202.66202, 602.127]","[206.41383, 602.27136]",480,852,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_video4.jpeg
7f6d8a52-3dbb-46fd-ad41-fcca83e7f3f3,robert.habeck_23-09-2021_00:00_video4.jpeg,robert.habeck,0.9842362999916076,"[171, 649, 190, 676]","[175.16704, 659.3844]","[182.31467, 660.0387]","[176.43568, 664.36615]","[174.98575, 669.3153]","[180.46281, 669.7155]",480,852,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_video4.jpeg
00481865-4f6e-41b7-9149-c44ba4824aff,robert.habeck_23-09-2021_00:00_video4.jpeg,robert.habeck,0.9714280962944032,"[86, 588, 100, 607]","[87.96696, 595.26025]","[93.06043, 596.33]","[88.14973, 599.586]","[87.3572, 603.0757]","[90.91285, 603.73395]",480,852,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_video4.jpeg
ba727e95-07a4-4c83-9e08-51e5480a843d,robert.habeck_23-09-2021_00:00_video4.jpeg,robert.habeck,0.9603992700576782,"[68, 570, 80, 585]","[71.96195, 577.0473]","[77.08383, 577.4683]","[74.02482, 580.4145]","[72.27951, 582.69653]","[75.86368, 582.9995]",480,852,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_video4.jpeg
575bffaa-8189-4a21-b53d-040f5a3a63f8,robert.habeck_23-09-2021_00:00_video4.jpeg,robert.habeck,0.9591320753097534,"[152, 587, 163, 600]","[155.06012, 592.97437]","[160.03435, 593.6617]","[156.90726, 595.9534]","[155.02438, 597.84875]","[158.79721, 598.33276]",480,852,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_video4.jpeg
304364b8-4c58-42c4-b9ea-06f8e112f191,robert.habeck_23-09-2021_00:00_video4.jpeg,robert.habeck,0.9448676109313964,"[30, 663, 50, 692]","[33.501183, 673.14276]","[38.54069, 674.4303]","[31.88567, 678.5975]","[31.869635, 684.40454]","[35.41237, 685.1711]",480,852,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_video4.jpeg
cf3df4b8-1ed5-4e9c-b33a-0d8804ad31fc,robert.habeck_23-09-2021_00:00_video4.jpeg,robert.habeck,0.9322203397750854,"[214, 565, 224, 578]","[219.54205, 570.3233]","[223.70226, 570.553]","[222.22693, 572.9949]","[219.76294, 575.458]","[222.97638, 575.7034]",480,852,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_video4.jpeg
625dd4b3-1566-452c-bb11-027a3d0da4dd,robert.habeck_23-09-2021_00:00_video4.jpeg,robert.habeck,0.9130176305770874,"[371, 708, 403, 753]","[375.95813, 726.2842]","[383.27832, 729.71533]","[372.79984, 735.8118]","[375.6633, 742.6965]","[380.55045, 744.83606]",480,852,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_video4.jpeg
ecf480d2-e871-46b6-b037-8d7cef940893,robert.habeck_17-09-2021_00:00_video7.jpeg,robert.habeck,0.9925783276557922,"[201, 350, 224, 381]","[219.34792, 365.52347]","[219.5151, 366.97827]","[219.6163, 373.78247]","[212.44948, 375.39093]","[212.27032, 376.7494]",480,852,/content/images/upload_s3/robert.habeck_17-09-2021_00:00_video7.jpeg
50586bea-e330-4fd4-8b7d-8ab4b2cbd795,robert.habeck_17-09-2021_00:00_video7.jpeg,robert.habeck,0.986634373664856,"[363, 357, 381, 385]","[367.42435, 366.80005]","[368.43723, 366.85165]","[364.68204, 371.93948]","[367.41968, 378.0278]","[368.26157, 377.89615]",480,852,/content/images/upload_s3/robert.habeck_17-09-2021_00:00_video7.jpeg
b7af63bf-8cd2-4dc9-b5d7-5205c3ecaa86,robert.habeck_17-09-2021_00:00_video7.jpeg,robert.habeck,0.9617630243301392,"[23, 492, 36, 511]","[31.24302, 500.70343]","[34.27995, 500.50098]","[34.52606, 504.1581]","[31.216152, 507.45694]","[33.22822, 507.51328]",480,852,/content/images/upload_s3/robert.habeck_17-09-2021_00:00_video7.jpeg
efe33e59-ed56-47bd-aaa5-a8b5eb057f72,christianlindner_26-09-2021_00:00_video0.jpeg,christianlindner,0.9956032633781432,"[285, 391, 298, 408]","[292.32062, 399.67154]","[296.87738, 399.48093]","[295.75897, 403.071]","[292.8653, 405.76663]","[295.93375, 405.76807]",480,852,/content/images/upload_s3/christianlindner_26-09-2021_00:00_video0.jpeg
d96e7dcc-27ac-47ab-9da2-fe4356fecf7b,christianlindner_26-09-2021_00:00_video0.jpeg,christianlindner,0.9744104146957396,"[251, 394, 263, 409]","[253.88676, 400.74808]","[258.67523, 399.2405]","[256.81015, 403.49274]","[256.58282, 406.95712]","[260.20627, 405.74078]",480,852,/content/images/upload_s3/christianlindner_26-09-2021_00:00_video0.jpeg
66892d25-9717-4ac4-b512-492ac38a62d8,christianlindner_26-09-2021_00:00_video0.jpeg,christianlindner,0.9512169361114502,"[452, 391, 469, 413]","[454.94788, 402.48294]","[461.4999, 403.15558]","[456.6417, 407.21317]","[455.75504, 410.64542]","[460.2011, 410.99966]",480,852,/content/images/upload_s3/christianlindner_26-09-2021_00:00_video0.jpeg
b5cff180-1088-4a76-b5e6-3abce390377d,saskiaesken_24-09-2021_00:00_video0.jpeg,saskiaesken,0.9989024996757508,"[105, 331, 117, 348]","[109.48251, 340.10144]","[114.87787, 339.07367]","[113.05564, 343.0723]","[110.97414, 346.021]","[115.12463, 345.27606]",480,852,/content/images/upload_s3/saskiaesken_24-09-2021_00:00_video0.jpeg
58642c43-49f5-4b5e-b333-58b553919250,saskiaesken_24-09-2021_00:00_video0.jpeg,saskiaesken,0.9973694086074828,"[352, 337, 369, 359]","[355.0027, 346.13]","[361.58295, 346.90665]","[356.2386, 350.82056]","[354.71704, 354.33966]","[359.99405, 354.78864]",480,852,/content/images/upload_s3/saskiaesken_24-09-2021_00:00_video0.jpeg
2b857bc9-e6a7-49d2-b570-a07452d5781d,christlichsozialeunion_18-09-2021_00:00_video17.jpeg,christlichsozialeunion,0.9984011054039,"[290, 446, 320, 492]","[295.75458, 466.34515]","[298.89966, 466.09995]","[294.65524, 478.04404]","[304.18732, 483.82858]","[305.4323, 483.11963]",480,852,/content/images/upload_s3/christlichsozialeunion_18-09-2021_00:00_video17.jpeg
59675c40-2e35-460f-988f-f015ca3a2f2c,christlichsozialeunion_18-09-2021_00:00_video17.jpeg,christlichsozialeunion,0.9975245594978333,"[156, 457, 184, 490]","[164.62827, 475.83804]","[175.98434, 470.78998]","[173.49184, 480.17627]","[171.90112, 486.54266]","[179.8801, 482.62903]",480,852,/content/images/upload_s3/christlichsozialeunion_18-09-2021_00:00_video17.jpeg
e8252f7f-95b3-48df-ae0c-f360d8524a98,christlichsozialeunion_18-09-2021_00:00_video17.jpeg,christlichsozialeunion,0.99699205160141,"[208, 350, 220, 369]","[210.94585, 358.478]","[212.51836, 358.8463]","[209.20029, 361.996]","[210.94499, 365.32217]","[212.09142, 365.35086]",480,852,/content/images/upload_s3/christlichsozialeunion_18-09-2021_00:00_video17.jpeg
fcdfa149-1f91-479e-ba67-b6b9e7bf617d,christlichsozialeunion_18-09-2021_00:00_video17.jpeg,christlichsozialeunion,0.996648371219635,"[70, 506, 111, 559]","[98.37442, 526.20825]","[102.46666, 524.3876]","[109.97928, 532.5948]","[102.558846, 544.9324]","[104.59816, 543.988]",480,852,/content/images/upload_s3/christlichsozialeunion_18-09-2021_00:00_video17.jpeg
12accb6e-9b20-4c3a-a18d-6f1224db0ece,christlichsozialeunion_18-09-2021_00:00_video17.jpeg,christlichsozialeunion,0.9914179444313048,"[308, 337, 325, 359]","[310.69986, 345.9891]","[315.45514, 345.2349]","[311.44125, 350.29166]","[312.65005, 354.72916]","[316.11404, 353.94266]",480,852,/content/images/upload_s3/christlichsozialeunion_18-09-2021_00:00_video17.jpeg
222aadbe-fa6c-4b2f-b336-d117683e032d,christlichsozialeunion_18-09-2021_00:00_video17.jpeg,christlichsozialeunion,0.9486326575279236,"[330, 335, 345, 353]","[335.7586, 343.47058]","[341.6349, 344.15475]","[338.4095, 347.64203]","[335.41797, 350.47083]","[339.49088, 351.03073]",480,852,/content/images/upload_s3/christlichsozialeunion_18-09-2021_00:00_video17.jpeg
8849e884-1677-46dd-9d4d-6c1691545c52,christlichsozialeunion_18-09-2021_00:00_video17.jpeg,christlichsozialeunion,0.939379632472992,"[74, 109, 83, 121]","[76.76312, 113.99152]","[80.79764, 114.20366]","[78.61335, 116.050835]","[76.97553, 118.148415]","[80.40424, 118.30612]",480,852,/content/images/upload_s3/christlichsozialeunion_18-09-2021_00:00_video17.jpeg
bf862663-5f9c-4df3-9cff-0ec94990cd6f,robert.habeck_25-09-2021_00:00_image9.jpeg,robert.habeck,0.9998789429664612,"[216, 883, 383, 1107]","[240.59326, 965.8998]","[295.09912, 970.4443]","[232.82654, 1003.20667]","[232.1321, 1050.9086]","[272.93283, 1054.5223]",828,1472,/content/images/upload_s3/robert.habeck_25-09-2021_00:00_image9.jpeg
45131482-247a-47e5-8e4b-4f4eed908821,robert.habeck_25-09-2021_00:00_image9.jpeg,robert.habeck,0.9994362592697144,"[482, 306, 630, 505]","[502.055, 383.51126]","[564.95483, 380.66272]","[513.5357, 415.38406]","[507.50018, 460.37634]","[551.9722, 457.94135]",828,1472,/content/images/upload_s3/robert.habeck_25-09-2021_00:00_image9.jpeg
cd838f52-2060-43a1-b228-49fa123e6722,robert.habeck_25-09-2021_00:00_image9.jpeg,robert.habeck,0.9984407424926758,"[68, 934, 220, 1130]","[95.80233, 995.37836]","[156.20937, 1007.31744]","[94.85652, 1041.9602]","[83.88754, 1078.7098]","[121.05898, 1088.6006]",828,1472,/content/images/upload_s3/robert.habeck_25-09-2021_00:00_image9.jpeg
13b9c741-7989-455f-b9af-6b331bc8a481,robert.habeck_25-09-2021_00:00_image9.jpeg,robert.habeck,0.9973352551460266,"[356, 390, 489, 578]","[375.61984, 458.8671]","[426.28625, 461.32062]","[378.64517, 492.8673]","[374.74506, 530.4026]","[413.1542, 532.2084]",828,1472,/content/images/upload_s3/robert.habeck_25-09-2021_00:00_image9.jpeg
f7ba3120-9aed-4b73-b7f1-1250197a661f,robert.habeck_25-09-2021_00:00_image9.jpeg,robert.habeck,0.995396077632904,"[91, 511, 205, 660]","[110.89507, 570.438]","[157.92715, 571.99976]","[126.00915, 594.74384]","[113.298225, 624.66016]","[147.29512, 626.27734]",828,1472,/content/images/upload_s3/robert.habeck_25-09-2021_00:00_image9.jpeg
9da1abf8-b62c-4ae6-aa6a-f3333196294f,robert.habeck_25-09-2021_00:00_image9.jpeg,robert.habeck,0.9762853980064392,"[422, 233, 515, 359]","[441.0275, 284.0938]","[481.33148, 285.63596]","[457.12784, 302.8976]","[443.99182, 327.13876]","[475.5155, 328.11987]",828,1472,/content/images/upload_s3/robert.habeck_25-09-2021_00:00_image9.jpeg
340d0f2c-5033-4f45-99d0-874657528211,robert.habeck_25-09-2021_00:00_image9.jpeg,robert.habeck,0.9556172490119934,"[296, 568, 432, 781]","[316.7369, 662.96075]","[359.96823, 658.6519]","[312.34128, 687.4911]","[315.86447, 732.6434]","[348.37137, 727.6891]",828,1472,/content/images/upload_s3/robert.habeck_25-09-2021_00:00_image9.jpeg
c25bc9b2-5b6c-45d4-93f4-eb9670656ebf,robert.habeck_25-09-2021_00:00_image9.jpeg,robert.habeck,0.942789614200592,"[644, 467, 756, 609]","[669.72266, 518.1136]","[714.7274, 527.68463]","[679.7886, 545.81335]","[661.9883, 571.5588]","[695.31726, 578.65216]",828,1472,/content/images/upload_s3/robert.habeck_25-09-2021_00:00_image9.jpeg
a93c2207-ea73-4119-b197-648b1fe0c34f,markus.soeder_17-09-2021_00:00_image0.jpeg,markus.soeder,0.9988065361976624,"[165, 413, 199, 460]","[169.9729, 432.26862]","[184.86047, 433.01904]","[174.3034, 442.3041]","[170.86983, 449.0409]","[183.28384, 449.38284]",1080,1920,/content/images/upload_s3/markus.soeder_17-09-2021_00:00_image0.jpeg
4a787394-6e25-4578-99a4-c2b4bbcfaf43,markus.soeder_17-09-2021_00:00_image0.jpeg,markus.soeder,0.9987501502037048,"[703, 627, 952, 966]","[736.44147, 775.1559]","[839.8319, 755.6456]","[770.31, 837.3127]","[769.78534, 890.7751]","[857.42065, 874.3893]",1080,1920,/content/images/upload_s3/markus.soeder_17-09-2021_00:00_image0.jpeg
361aa0d9-0261-416f-8b21-7e8c7aad409a,robert.habeck_13-09-2021_00:00_image11.jpeg,robert.habeck,0.9992878437042236,"[482, 688, 701, 990]","[519.1637, 799.4504]","[604.8607, 808.9049]","[526.9182, 855.5238]","[509.03625, 909.2015]","[579.9339, 917.16205]",1080,1920,/content/images/upload_s3/robert.habeck_13-09-2021_00:00_image11.jpeg
2edcd1ad-f66e-4672-800b-95dc234e590d,robert.habeck_13-09-2021_00:00_image11.jpeg,robert.habeck,0.9989326596260072,"[500, 563, 610, 690]","[520.7916, 615.8288]","[572.18353, 617.7603]","[541.29767, 646.454]","[527.92163, 663.4703]","[563.2021, 664.3461]",1080,1920,/content/images/upload_s3/robert.habeck_13-09-2021_00:00_image11.jpeg
840189d0-414b-4842-9e2b-ec18581ab6be,robert.habeck_13-09-2021_00:00_image11.jpeg,robert.habeck,0.9980658292770386,"[366, 429, 466, 570]","[419.6078, 485.42307]","[456.49802, 491.70502]","[451.3247, 508.09973]","[423.5109, 534.22656]","[451.48364, 539.5199]",1080,1920,/content/images/upload_s3/robert.habeck_13-09-2021_00:00_image11.jpeg
4844e432-c704-415b-a173-69c7225817f8,armin_laschet_17-09-2021_00:00_image5.jpeg,armin_laschet,0.9997516870498656,"[223, 772, 292, 866]","[240.00421, 807.7866]","[274.1952, 808.60803]","[256.43738, 824.615]","[240.66339, 837.96]","[273.12555, 838.6974]",1080,1920,/content/images/upload_s3/armin_laschet_17-09-2021_00:00_image5.jpeg
750f01db-f9a9-4dc6-a251-24f83f9fc633,armin_laschet_17-09-2021_00:00_image5.jpeg,armin_laschet,0.9992854595184326,"[302, 814, 380, 913]","[319.64838, 855.01776]","[356.27716, 852.65717]","[337.75293, 875.92633]","[323.62253, 884.3531]","[360.0877, 882.26324]",1080,1920,/content/images/upload_s3/armin_laschet_17-09-2021_00:00_image5.jpeg
7fa638f7-8e65-4c05-883a-2d1e4b4ff882,armin_laschet_17-09-2021_00:00_image5.jpeg,armin_laschet,0.9991667866706848,"[378, 915, 449, 1015]","[394.45712, 951.65137]","[429.8201, 960.39954]","[406.32996, 978.52594]","[389.67694, 984.1021]","[422.7896, 990.9907]",1080,1920,/content/images/upload_s3/armin_laschet_17-09-2021_00:00_image5.jpeg
ce0404ff-b4d3-4b9c-b324-f733eed68372,armin_laschet_17-09-2021_00:00_image5.jpeg,armin_laschet,0.9990081191062928,"[657, 838, 746, 962]","[673.31085, 888.3817]","[709.4959, 894.08]","[682.0792, 913.5907]","[672.39954, 924.8604]","[707.3839, 929.345]",1080,1920,/content/images/upload_s3/armin_laschet_17-09-2021_00:00_image5.jpeg
efab867d-cb2f-4e7d-8b06-6123265f61e0,armin_laschet_17-09-2021_00:00_image5.jpeg,armin_laschet,0.9973634481430054,"[651, 1042, 764, 1230]","[673.38995, 1109.7925]","[685.0264, 1118.4943]","[652.1002, 1144.7925]","[670.35565, 1180.5474]","[678.8247, 1185.2565]",1080,1920,/content/images/upload_s3/armin_laschet_17-09-2021_00:00_image5.jpeg
0c49cca9-ab2c-40f9-b174-253304265517,armin_laschet_17-09-2021_00:00_image5.jpeg,armin_laschet,0.9969509243965148,"[178, 274, 209, 312]","[188.57149, 289.3405]","[202.4786, 289.64984]","[196.13087, 297.85873]","[188.80336, 302.21118]","[201.44508, 302.5125]",1080,1920,/content/images/upload_s3/armin_laschet_17-09-2021_00:00_image5.jpeg
16631e81-5083-49f8-9968-065f8142ffc5,armin_laschet_17-09-2021_00:00_image5.jpeg,armin_laschet,0.9964169859886168,"[119, 776, 178, 855]","[135.73817, 810.7841]","[162.91093, 812.52783]","[148.58734, 824.7157]","[137.79271, 838.2721]","[158.39275, 839.7894]",1080,1920,/content/images/upload_s3/armin_laschet_17-09-2021_00:00_image5.jpeg
807dc89d-8329-4122-8be7-52690bc1b17a,armin_laschet_17-09-2021_00:00_image5.jpeg,armin_laschet,0.9824706315994264,"[233, 1323, 381, 1531]","[274.73267, 1408.2266]","[338.79025, 1406.9901]","[307.0431, 1453.1036]","[281.32928, 1484.816]","[329.0781, 1483.4984]",1080,1920,/content/images/upload_s3/armin_laschet_17-09-2021_00:00_image5.jpeg
d98fb95f-ca31-48ee-8989-ec8e45fd3e61,fw_bayern_17-09-2021_00:00_image1.jpeg,fw_bayern,0.9996601343154908,"[706, 881, 782, 975]","[719.57074, 926.8109]","[752.2128, 916.11694]","[736.76776, 939.3211]","[731.4781, 955.09546]","[759.9502, 946.33887]",1080,1920,/content/images/upload_s3/fw_bayern_17-09-2021_00:00_image1.jpeg
a984fbcc-d7ef-4732-9a14-60cf1e5a0258,fw_bayern_17-09-2021_00:00_image1.jpeg,fw_bayern,0.9996559619903564,"[220, 858, 295, 955]","[241.48615, 900.76074]","[276.28735, 899.2219]","[260.97006, 918.7469]","[243.23375, 928.93134]","[276.3164, 927.9069]",1080,1920,/content/images/upload_s3/fw_bayern_17-09-2021_00:00_image1.jpeg
6a52b05a-8237-4310-94cd-4e8a794e96af,fw_bayern_17-09-2021_00:00_image1.jpeg,fw_bayern,0.9988494515419006,"[499, 890, 554, 959]","[514.07227, 918.8498]","[539.04486, 915.1827]","[528.43365, 929.2866]","[518.4341, 941.0445]","[541.3145, 938.12463]",1080,1920,/content/images/upload_s3/fw_bayern_17-09-2021_00:00_image1.jpeg
4e697098-8c75-49d0-84e3-97bcd7b675e7,fw_bayern_17-09-2021_00:00_image1.jpeg,fw_bayern,0.9973478317260742,"[107, 49, 152, 108]","[116.12722, 74.51032]","[137.5884, 71.55528]","[126.45911, 82.839386]","[119.99438, 93.53022]","[138.65643, 91.18357]",1080,1920,/content/images/upload_s3/fw_bayern_17-09-2021_00:00_image1.jpeg
f5a2cd2d-3484-41da-8238-b369a90291a6,spdde_26-09-2021_00:00_image5.jpeg,spdde,0.9995104670524596,"[297, 516, 398, 666]","[340.49252, 574.12195]","[384.47607, 577.3181]","[369.9704, 607.2688]","[334.067, 621.53546]","[377.5732, 624.6114]",828,1472,/content/images/upload_s3/spdde_26-09-2021_00:00_image5.jpeg
d2371233-506b-400e-bce2-5005c2cdc366,spdde_26-09-2021_00:00_image5.jpeg,spdde,0.9994754195213318,"[583, 616, 661, 720]","[602.0484, 657.24146]","[638.62756, 656.7421]","[618.7066, 676.7094]","[603.3547, 691.45636]","[637.5751, 690.9136]",828,1472,/content/images/upload_s3/spdde_26-09-2021_00:00_image5.jpeg
72ba261e-aac1-4b62-a314-4ea963df9c5a,spdde_26-09-2021_00:00_image5.jpeg,spdde,0.9528700113296508,"[155, 631, 167, 648]","[157.09105, 638.31976]","[160.35258, 638.358]","[157.03383, 641.65466]","[157.92119, 644.9643]","[160.30159, 644.7691]",828,1472,/content/images/upload_s3/spdde_26-09-2021_00:00_image5.jpeg
5875ea80-fa60-4b71-801c-e009caeb7559,olafscholz_19-09-2021_00:00_image4.jpeg,olafscholz,0.9947468638420104,"[331, 623, 529, 884]","[379.4685, 754.67236]","[462.15854, 726.2271]","[431.8332, 781.83167]","[414.03024, 831.9708]","[480.7978, 808.89935]",1080,1920,/content/images/upload_s3/olafscholz_19-09-2021_00:00_image4.jpeg
a3778ae5-ccf2-4725-bc8d-2bb8ddc045e3,christlichsozialeunion_25-09-2021_00:00_video15.jpeg,christlichsozialeunion,0.9963074922561646,"[299, 357, 311, 376]","[302.52695, 364.42728]","[303.96152, 364.92896]","[300.69788, 368.25696]","[302.0403, 372.25223]","[302.97012, 372.43866]",480,852,/content/images/upload_s3/christlichsozialeunion_25-09-2021_00:00_video15.jpeg
085c06b4-0243-4028-8255-9e8a1579421c,christlichsozialeunion_25-09-2021_00:00_video15.jpeg,christlichsozialeunion,0.943665623664856,"[391, 384, 401, 398]","[393.73788, 389.86154]","[397.29242, 390.98096]","[393.90552, 392.77542]","[392.9559, 394.78802]","[395.60242, 395.57825]",480,852,/content/images/upload_s3/christlichsozialeunion_25-09-2021_00:00_video15.jpeg
aa303e32-3956-4b19-994a-e7ce97ef1b06,christlichsozialeunion_21-09-2021_00:00_image2.jpeg,christlichsozialeunion,0.9993388056755066,"[526, 859, 561, 904]","[533.16943, 877.4318]","[548.7001, 876.09106]","[540.00446, 885.79333]","[534.8864, 892.2636]","[549.9574, 891.0988]",1080,1919,/content/images/upload_s3/christlichsozialeunion_21-09-2021_00:00_image2.jpeg
84b7a1ef-9608-4403-b7d0-a2c56d9daca2,christlichsozialeunion_21-09-2021_00:00_image2.jpeg,christlichsozialeunion,0.9989631175994872,"[662, 877, 695, 919]","[667.0038, 893.3329]","[681.77216, 892.79047]","[671.74896, 900.3365]","[667.7808, 908.03394]","[681.34393, 907.4522]",1080,1919,/content/images/upload_s3/christlichsozialeunion_21-09-2021_00:00_image2.jpeg
6a4e5259-8215-461d-b386-a6b428f5744f,christlichsozialeunion_21-09-2021_00:00_image2.jpeg,christlichsozialeunion,0.9989262223243712,"[393, 828, 430, 876]","[400.30774, 847.4014]","[417.49722, 847.4891]","[407.41824, 857.0023]","[401.8351, 864.6267]","[416.53326, 864.56854]",1080,1919,/content/images/upload_s3/christlichsozialeunion_21-09-2021_00:00_image2.jpeg
d3ea40ab-2049-4c2f-9dd8-288132dd5243,christlichsozialeunion_21-09-2021_00:00_image2.jpeg,christlichsozialeunion,0.9987785816192628,"[891, 828, 936, 889]","[897.7103, 854.3632]","[915.28156, 854.7935]","[902.1095, 865.1848]","[899.09906, 873.9906]","[914.50977, 874.0953]",1080,1919,/content/images/upload_s3/christlichsozialeunion_21-09-2021_00:00_image2.jpeg
7514000f-c186-4f44-8fce-f48912ffc2e8,christlichsozialeunion_21-09-2021_00:00_image2.jpeg,christlichsozialeunion,0.9984609484672546,"[762, 791, 804, 848]","[769.23346, 815.593]","[787.8689, 815.8256]","[776.03046, 826.5119]","[770.96875, 833.60236]","[788.467, 833.6041]",1080,1919,/content/images/upload_s3/christlichsozialeunion_21-09-2021_00:00_image2.jpeg
636b8c1f-a546-48bd-85a3-efaf70c9051d,christlichsozialeunion_21-09-2021_00:00_image2.jpeg,christlichsozialeunion,0.9984522461891174,"[256, 859, 286, 900]","[263.23825, 874.7154]","[277.0371, 874.6031]","[269.41638, 881.38293]","[263.48193, 887.9961]","[277.0473, 887.9208]",1080,1919,/content/images/upload_s3/christlichsozialeunion_21-09-2021_00:00_image2.jpeg
a5d94db9-228d-4c44-bb23-4c3988334585,christlichsozialeunion_21-09-2021_00:00_image2.jpeg,christlichsozialeunion,0.9974875450134276,"[108, 848, 147, 897]","[118.582596, 866.20886]","[135.92107, 866.0973]","[126.80305, 874.55334]","[119.62595, 883.75165]","[134.83069, 883.7029]",1080,1919,/content/images/upload_s3/christlichsozialeunion_21-09-2021_00:00_image2.jpeg
25c60b2c-3668-47d5-ac77-96f0946722d9,abaerbock_14-09-2021_00:00_image10.jpeg,abaerbock,0.9998576641082764,"[460, 464, 619, 646]","[495.20624, 567.6491]","[530.31726, 557.03906]","[517.9922, 610.21387]","[550.05585, 628.53046]","[566.1251, 617.6198]",828,1472,/content/images/upload_s3/abaerbock_14-09-2021_00:00_image10.jpeg
a74dc7d0-7d21-4771-a3fe-524d6803d31d,abaerbock_14-09-2021_00:00_image10.jpeg,abaerbock,0.9472371339797974,"[366, 352, 519, 533]","[392.17133, 433.46933]","[437.13184, 444.5036]","[393.62076, 473.62683]","[399.26373, 491.6194]","[429.5297, 499.40683]",828,1472,/content/images/upload_s3/abaerbock_14-09-2021_00:00_image10.jpeg
a48a8c5c-0b2a-4938-b48a-1f45de43a7af,fw_bayern_13-09-2021_00:00_video5.jpeg,fw_bayern,0.9994088411331176,"[224, 141, 342, 303]","[249.48605, 200.40588]","[300.8625, 209.62512]","[260.54587, 228.42334]","[242.70758, 259.16428]","[283.306, 267.1994]",480,852,/content/images/upload_s3/fw_bayern_13-09-2021_00:00_video5.jpeg
f2e7199c-f946-41d0-99eb-347bd692e535,abaerbock_26-09-2021_00:00_image6.jpeg,abaerbock,0.9992243647575378,"[289, 226, 358, 321]","[308.1059, 265.06952]","[338.91983, 264.77844]","[322.6667, 284.31476]","[311.49268, 298.2756]","[336.20135, 297.81915]",828,1472,/content/images/upload_s3/abaerbock_26-09-2021_00:00_image6.jpeg
77579d1e-b682-44f3-8095-c4b9e3f696ad,abaerbock_26-09-2021_00:00_image6.jpeg,abaerbock,0.9983084201812744,"[134, 342, 248, 507]","[213.69145, 410.5601]","[235.43727, 417.52142]","[234.77945, 451.78122]","[182.01228, 459.98755]","[202.10413, 467.81976]",828,1472,/content/images/upload_s3/abaerbock_26-09-2021_00:00_image6.jpeg
bb269ac1-4e7e-44a4-b2f0-7b662d39c954,abaerbock_26-09-2021_00:00_image6.jpeg,abaerbock,0.997307300567627,"[584, 418, 709, 603]","[598.17236, 490.59442]","[623.5364, 493.05603]","[585.5837, 530.44946]","[609.9653, 560.0595]","[630.88275, 560.92145]",828,1472,/content/images/upload_s3/abaerbock_26-09-2021_00:00_image6.jpeg
4852a716-2d9b-4262-b864-369eb204fec2,abaerbock_26-09-2021_00:00_image6.jpeg,abaerbock,0.996553122997284,"[396, 223, 462, 309]","[415.69977, 258.82874]","[444.74368, 260.2043]","[429.64218, 271.69803]","[417.63092, 286.8706]","[441.13248, 287.8756]",828,1472,/content/images/upload_s3/abaerbock_26-09-2021_00:00_image6.jpeg
8f46e303-62d8-4dee-b258-2f51a81c5caf,abaerbock_26-09-2021_00:00_image6.jpeg,abaerbock,0.97240948677063,"[585, 255, 642, 330]","[602.89734, 286.9601]","[629.58466, 286.68176]","[617.5725, 300.13123]","[606.4623, 312.42886]","[627.012, 312.31094]",828,1472,/content/images/upload_s3/abaerbock_26-09-2021_00:00_image6.jpeg
f6008353-148b-43a4-b4d1-b95595dd454a,abaerbock_26-09-2021_00:00_image6.jpeg,abaerbock,0.9052568674087524,"[742, 224, 784, 281]","[762.3932, 246.64456]","[775.1474, 242.61778]","[777.3649, 254.60776]","[771.29443, 268.14224]","[780.26794, 265.56726]",828,1472,/content/images/upload_s3/abaerbock_26-09-2021_00:00_image6.jpeg
6f713ab7-7076-491c-b80f-45f54dce3a85,olafscholz_25-09-2021_00:00_image0.jpeg,olafscholz,0.9939817786216736,"[320, 1330, 335, 1352]","[328.72098, 1338.4799]","[332.02667, 1337.5125]","[332.98224, 1341.6836]","[330.17566, 1346.3335]","[332.6131, 1345.8147]",1080,1920,/content/images/upload_s3/olafscholz_25-09-2021_00:00_image0.jpeg
4eeee462-773d-4c0b-9202-cd41fd9c8678,olafscholz_25-09-2021_00:00_image0.jpeg,olafscholz,0.990220546722412,"[167, 1259, 184, 1284]","[177.20935, 1270.5382]","[182.85097, 1270.4255]","[182.08522, 1275.4474]","[177.47528, 1279.6273]","[181.52963, 1279.829]",1080,1920,/content/images/upload_s3/olafscholz_25-09-2021_00:00_image0.jpeg
951f0981-8f91-449f-9a19-8b0ff2b93ee4,olafscholz_25-09-2021_00:00_image0.jpeg,olafscholz,0.989479959011078,"[234, 1290, 250, 1311]","[242.67778, 1299.4197]","[247.40765, 1298.5062]","[247.44234, 1302.9933]","[244.07875, 1307.0942]","[247.54634, 1306.6415]",1080,1920,/content/images/upload_s3/olafscholz_25-09-2021_00:00_image0.jpeg
