uuid,filename,account_name,retina-face_score,facial_area,right_eye,left_eye,nose,mouth_right,mouth_left,image_width,image_height,filepath
0b8b3aa1-e602-4d45-a088-e7f3b57e2306,armin_laschet_26-09-2021_00:00_video2.jpeg,armin_laschet,0.9993033409118652,"[257, 216, 302, 279]","[266.96323, 243.18016]","[287.0313, 242.62335]","[275.32416, 254.23615]","[270.0217, 265.658]","[284.84326, 265.15393]",480,852,/content/images/upload_s3/armin_laschet_26-09-2021_00:00_video2.jpeg
f2cc0ff3-6696-4d59-a762-2073cae25025,armin_laschet_26-09-2021_00:00_video2.jpeg,armin_laschet,0.998346209526062,"[14, 452, 38, 480]","[24.89791, 461.40964]","[34.4901, 460.3539]","[33.287186, 466.28796]","[28.207684, 473.1028]","[35.23825, 472.4179]",480,852,/content/images/upload_s3/armin_laschet_26-09-2021_00:00_video2.jpeg
d5890112-c278-4c09-ac0c-13e4ecef8790,armin_laschet_26-09-2021_00:00_video2.jpeg,armin_laschet,0.9937375783920288,"[62, 448, 83, 476]","[75.387405, 462.33563]","[81.04439, 462.9075]","[79.67509, 468.6702]","[73.35733, 471.59946]","[77.03249, 472.37045]",480,852,/content/images/upload_s3/armin_laschet_26-09-2021_00:00_video2.jpeg
842af872-d788-4629-aa74-b031cea55fe2,armin_laschet_14-09-2021_00:00_video3.jpeg,armin_laschet,0.93284809589386,"[387, 384, 399, 400]","[390.0632, 390.66055]","[395.1043, 390.9368]","[391.78268, 393.79617]","[390.3813, 396.5247]","[394.24103, 396.67773]",480,852,/content/images/upload_s3/armin_laschet_14-09-2021_00:00_video3.jpeg
523fccf4-70e1-437e-bb1d-c906fd0d4648,spdde_26-09-2021_00:00_video1.jpeg,spdde,0.9998827576637268,"[56, 112, 150, 232]","[91.68834, 162.88051]","[132.18303, 161.502]","[119.49394, 181.8032]","[100.47091, 205.8764]","[129.86879, 204.80887]",480,852,/content/images/upload_s3/spdde_26-09-2021_00:00_video1.jpeg
9378611f-0eb2-4714-a2a0-a2302fadca2e,spdde_26-09-2021_00:00_video1.jpeg,spdde,0.9992508888244628,"[361, 170, 439, 271]","[388.79303, 207.8622]","[424.5585, 209.1257]","[410.8281, 226.0962]","[393.24658, 246.57866]","[419.5848, 247.69885]",480,852,/content/images/upload_s3/spdde_26-09-2021_00:00_video1.jpeg
554549f0-eb26-48f4-bd5b-b5513dbb9dd3,spdde_26-09-2021_00:00_video1.jpeg,spdde,0.986995279788971,"[135, 127, 200, 214]","[159.82036, 163.5877]","[187.95627, 169.9001]","[172.94006, 184.15353]","[157.52695, 196.4712]","[176.03993, 201.56712]",480,852,/content/images/upload_s3/spdde_26-09-2021_00:00_video1.jpeg
b8205fa2-9302-4ba6-82ff-00587434e0f9,armin_laschet_20-09-2021_00:00_video6.jpeg,armin_laschet,0.9989547729492188,"[168, 243, 265, 387]","[198.05525, 307.57504]","[241.75002, 300.68082]","[226.67934, 328.5523]","[207.12706, 353.28342]","[245.12686, 347.46375]",480,852,/content/images/upload_s3/armin_laschet_20-09-2021_00:00_video6.jpeg
4ad60448-94ae-4bee-9db6-97ca8ea8806a,afd.bund_25-09-2021_00:00_image11.jpeg,afd.bund,0.9996019005775452,"[525, 617, 643, 759]","[561.836, 671.2131]","[616.9597, 673.27484]","[590.99347, 707.6633]","[559.0298, 715.94226]","[612.9988, 717.8982]",828,1472,/content/images/upload_s3/afd.bund_25-09-2021_00:00_image11.jpeg
7765029c-a80e-49d2-821b-896a9e48fc43,afd.bund_25-09-2021_00:00_image11.jpeg,afd.bund,0.999494969844818,"[327, 664, 439, 813]","[369.26633, 726.75604]","[419.68967, 721.9615]","[405.08377, 757.9413]","[369.01523, 773.1085]","[418.6455, 769.5025]",828,1472,/content/images/upload_s3/afd.bund_25-09-2021_00:00_image11.jpeg
eb1a1a39-b123-426c-bee9-552cbe090d10,afd.bund_25-09-2021_00:00_image11.jpeg,afd.bund,0.9988855123519896,"[183, 645, 211, 680]","[200.45976, 659.5293]","[209.0434, 658.261]","[209.9167, 665.9555]","[202.14766, 672.94385]","[208.12564, 672.38385]",828,1472,/content/images/upload_s3/afd.bund_25-09-2021_00:00_image11.jpeg
e9077ac5-320d-4380-97a9-5061e421a758,afd.bund_25-09-2021_00:00_image11.jpeg,afd.bund,0.991570770740509,"[71, 686, 91, 723]","[85.20439, 699.56323]","[86.22128, 699.29785]","[89.7611, 706.32513]","[85.51026, 714.3618]","[86.38245, 714.6772]",828,1472,/content/images/upload_s3/afd.bund_25-09-2021_00:00_image11.jpeg
6a020bd6-65bf-4713-8590-93baf2d9acce,afd.bund_25-09-2021_00:00_image11.jpeg,afd.bund,0.991181254386902,"[51, 646, 72, 671]","[56.622612, 656.45856]","[65.020546, 655.7019]","[60.97251, 660.9262]","[59.056007, 665.8142]","[65.48846, 665.0993]",828,1472,/content/images/upload_s3/afd.bund_25-09-2021_00:00_image11.jpeg
016ef37f-af67-4ec6-90d4-1f3ed41f4af1,afd.bund_25-09-2021_00:00_image11.jpeg,afd.bund,0.9680619835853576,"[246, 656, 271, 695]","[250.7601, 671.61945]","[253.56886, 673.6397]","[245.99689, 679.63007]","[249.8771, 686.77277]","[251.6383, 687.7766]",828,1472,/content/images/upload_s3/afd.bund_25-09-2021_00:00_image11.jpeg
4e62dad7-48d1-430f-ae6e-17d37ed444f2,afd.bund_23-09-2021_00:00_video15.jpeg,afd.bund,0.9997010231018066,"[181, 240, 314, 409]","[196.25519, 298.99982]","[243.80338, 296.53775]","[194.93741, 325.84296]","[197.49318, 365.60336]","[236.2062, 363.34772]",480,852,/content/images/upload_s3/afd.bund_23-09-2021_00:00_video15.jpeg
92ce213c-de5e-4fc0-83e2-4032f0f3b53a,afd.bund_23-09-2021_00:00_video15.jpeg,afd.bund,0.9851115942001344,"[27, 387, 39, 402]","[29.69946, 392.88065]","[34.951458, 392.6087]","[31.89113, 395.74426]","[30.306143, 398.69373]","[34.63853, 398.44788]",480,852,/content/images/upload_s3/afd.bund_23-09-2021_00:00_video15.jpeg
84e31400-47b7-4525-ada7-49c3890a9db8,afd.bund_23-09-2021_00:00_video15.jpeg,afd.bund,0.9713192582130432,"[4, 382, 18, 398]","[6.1179156, 388.8096]","[10.365332, 388.86584]","[6.473446, 392.00714]","[6.871829, 395.21188]","[9.852903, 395.07285]",480,852,/content/images/upload_s3/afd.bund_23-09-2021_00:00_video15.jpeg
a3743ca4-16af-4a7b-8eee-a20bfb9da0b9,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.999357044696808,"[235, 729, 263, 764]","[245.22765, 743.3508]","[258.73196, 742.7559]","[253.53152, 750.791]","[245.82669, 755.43726]","[258.13007, 755.125]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
f9ac2d54-976a-4d1f-9880-29a300757acf,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.9992308616638184,"[162, 715, 192, 750]","[170.93666, 727.90784]","[185.32124, 728.34924]","[178.33646, 735.0609]","[171.55438, 741.0178]","[183.65388, 741.4367]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
67c5de86-037b-4c28-99b9-915931699083,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.9990504384040833,"[755, 760, 787, 795]","[763.05133, 773.54834]","[777.96295, 772.5306]","[770.58075, 781.5756]","[764.7551, 786.2127]","[778.4844, 785.4183]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
2092fd3f-ceb6-4654-8b90-fb925bde76f2,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.9989416003227234,"[443, 737, 469, 769]","[452.1224, 749.80536]","[464.29233, 749.59357]","[459.28674, 756.6893]","[452.74124, 760.8258]","[463.6304, 760.7781]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
5516ded5-8e08-4d57-a5c6-801edb26bb1f,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.9988988637924194,"[393, 716, 416, 745]","[400.6263, 728.25336]","[411.69495, 727.9431]","[407.0393, 733.8066]","[401.15018, 737.99805]","[411.44373, 737.8915]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
93feaddc-8ba6-4dd9-9aaf-e2487fe81bc1,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.9987178444862366,"[362, 732, 390, 767]","[371.96988, 746.57513]","[384.7766, 746.55646]","[379.20566, 753.0027]","[372.33698, 758.0767]","[383.98145, 758.15173]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
339a16f5-a4a6-4c02-aa7c-ce3c2e35dd93,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.998712122440338,"[30, 774, 65, 816]","[42.94833, 792.29694]","[58.174847, 790.1066]","[52.94185, 800.05206]","[45.527122, 806.964]","[57.970673, 805.4015]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
6f777af5-56d1-4568-acea-28c0de8bef64,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.9986976385116576,"[586, 730, 614, 765]","[595.0796, 745.1162]","[608.5934, 744.6978]","[602.831, 752.19745]","[595.81683, 756.42065]","[607.9254, 756.18835]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
212c6bb5-3b41-4b64-93ad-13c3970e2eb5,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.99825257062912,"[297, 732, 322, 764]","[305.50613, 746.507]","[317.25354, 744.7695]","[313.09058, 751.4047]","[307.52954, 756.30554]","[317.91522, 755.0245]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
20467ef0-ee46-4008-9424-c5f31b7914be,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.998144268989563,"[516, 733, 543, 767]","[521.98517, 746.2659]","[534.2104, 746.6143]","[527.1018, 753.36145]","[522.83905, 758.6743]","[532.9448, 758.868]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
93069968-b2a8-4fe1-8817-3e2b306f012b,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.998063623905182,"[660, 724, 689, 759]","[669.5394, 737.92786]","[682.97076, 738.61707]","[676.3843, 745.74786]","[669.1762, 749.51917]","[681.9404, 750.07367]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
e6794c73-e7c8-454e-9e82-f3fafa3b8765,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.9980249404907228,"[468, 719, 489, 745]","[476.03094, 729.08026]","[485.15808, 729.32513]","[481.39484, 734.1654]","[476.3019, 738.40356]","[484.45032, 738.664]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
b87bf9e6-9eed-485a-8d1b-5a8b62028d26,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.997594714164734,"[614, 726, 639, 757]","[620.08356, 739.09204]","[630.93744, 738.6595]","[624.9423, 744.8016]","[621.4274, 750.1077]","[630.4336, 749.7186]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
a6c63259-e37d-4099-b55e-095b62e64bcd,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.99708354473114,"[119, 761, 150, 798]","[130.25175, 777.3229]","[144.92203, 773.8667]","[140.80984, 783.2234]","[133.931, 790.0284]","[146.68498, 787.48615]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
1e61004b-d790-4525-891e-6eef2b14bd45,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.9920410513877868,"[19, 682, 30, 697]","[21.010563, 688.3895]","[23.250158, 688.288]","[20.570335, 691.4845]","[22.126444, 694.2997]","[23.418468, 693.98706]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
7a72cd04-7992-4981-930e-f5880581ad45,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.978116512298584,"[670, 690, 683, 706]","[674.97424, 697.1783]","[680.72504, 697.04333]","[678.4201, 700.3769]","[675.6422, 703.2256]","[680.18665, 703.2042]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
acb6fc8e-5466-484b-aef8-abbe753243d5,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.9738897681236268,"[541, 722, 561, 748]","[545.9961, 731.645]","[554.44604, 731.0477]","[549.91754, 736.18304]","[547.55493, 741.3911]","[554.186, 740.8827]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
13593ab5-b914-48ee-8bf5-fe7e60b47259,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.9674453735351562,"[312, 649, 324, 665]","[315.19412, 656.4372]","[318.4285, 656.1676]","[315.8995, 659.62396]","[316.4214, 662.6144]","[318.64267, 662.26953]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
cd348e12-84c1-4237-b64d-d08e02439a94,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.9536173939704896,"[518, 661, 527, 673]","[520.7789, 666.1655]","[525.1431, 666.2918]","[522.9487, 668.5484]","[521.0319, 670.76196]","[524.6169, 670.8532]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
0b82baf9-76f2-41c3-85ec-72882e58dadb,nicola_beer_20-09-2021_00:00_image1.jpeg,nicola_beer,0.9513137340545654,"[812, 645, 826, 663]","[821.02246, 653.0593]","[824.91144, 653.52625]","[824.29083, 657.0385]","[820.3548, 659.8601]","[823.1282, 660.4504]",828,1472,/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image1.jpeg
cd95ebf9-1438-4b80-ac5e-4853add83fb8,christianlindner_25-09-2021_00:00_video0.jpeg,christianlindner,0.9996500015258788,"[332, 267, 371, 323]","[336.26318, 289.8458]","[350.64554, 289.0473]","[337.40805, 299.01047]","[337.55325, 310.02664]","[348.82285, 309.28546]",480,852,/content/images/upload_s3/christianlindner_25-09-2021_00:00_video0.jpeg
18305234-b78c-4227-89e3-9340d0b7416b,christianlindner_25-09-2021_00:00_video0.jpeg,christianlindner,0.9994004964828492,"[379, 312, 420, 376]","[386.34418, 333.8821]","[389.92398, 334.90213]","[378.51138, 346.86]","[390.0663, 359.12766]","[392.76166, 358.96725]",480,852,/content/images/upload_s3/christianlindner_25-09-2021_00:00_video0.jpeg
a44eed36-cfa8-4187-b3f4-af8ccf7c5241,christianlindner_25-09-2021_00:00_video0.jpeg,christianlindner,0.998934805393219,"[155, 260, 198, 322]","[177.34482, 288.38168]","[193.23154, 287.88483]","[190.74513, 300.79617]","[176.961, 309.03018]","[189.52667, 308.93918]",480,852,/content/images/upload_s3/christianlindner_25-09-2021_00:00_video0.jpeg
629e0332-a662-4cee-8051-8d6033541d07,abaerbock_18-09-2021_00:00_image6.jpeg,abaerbock,0.9987154603004456,"[517, 266, 647, 442]","[569.194, 337.04437]","[625.7344, 339.8365]","[606.9415, 366.7395]","[569.75323, 392.81787]","[621.81757, 395.35306]",828,1472,/content/images/upload_s3/abaerbock_18-09-2021_00:00_image6.jpeg
6d7abb70-94a7-4928-a327-f6e77a32bb31,abaerbock_18-09-2021_00:00_image6.jpeg,abaerbock,0.9838913083076476,"[103, 309, 213, 473]","[139.15186, 368.69794]","[192.0767, 378.9076]","[163.56842, 409.3921]","[133.66258, 432.24258]","[171.89389, 440.46194]",828,1472,/content/images/upload_s3/abaerbock_18-09-2021_00:00_image6.jpeg
0663e9b8-7bb6-42fb-b313-a51020ed03df,cdu_21-09-2021_00:00_video0.jpeg,cdu,0.9666114449501038,"[161, 350, 200, 401]","[167.0505, 370.66138]","[182.81578, 366.36923]","[173.61877, 379.24512]","[173.22412, 390.69247]","[184.55084, 387.29364]",480,852,/content/images/upload_s3/cdu_21-09-2021_00:00_video0.jpeg
0e464991-082c-4af9-ab9c-43e1ce42c6f2,cdu_18-09-2021_00:00_video6.jpeg,cdu,0.9967401623725892,"[217, 517, 233, 537]","[221.51546, 525.6708]","[228.51328, 526.13855]","[224.49272, 529.5229]","[221.7557, 533.2374]","[227.08942, 533.58887]",480,852,/content/images/upload_s3/cdu_18-09-2021_00:00_video6.jpeg
abb7d3a0-71ad-4d89-b033-8232e21c6ca3,cdu_18-09-2021_00:00_video6.jpeg,cdu,0.9708023071289062,"[18, 322, 40, 349]","[24.994564, 333.6371]","[35.47889, 333.83142]","[30.489576, 338.90677]","[26.366207, 343.32635]","[33.91007, 343.51392]",480,852,/content/images/upload_s3/cdu_18-09-2021_00:00_video6.jpeg
30cb08a6-6c04-44fd-8425-990f81ab3043,abaerbock_16-09-2021_00:00_image8.jpeg,abaerbock,0.9995127320289612,"[525, 621, 614, 758]","[550.3694, 659.3765]","[563.9813, 662.0498]","[533.69867, 680.6371]","[538.4911, 713.7059]","[551.48016, 714.7229]",828,1472,/content/images/upload_s3/abaerbock_16-09-2021_00:00_image8.jpeg
ecc2b064-f9ea-4e6c-8ebd-7e57266802ce,abaerbock_16-09-2021_00:00_image8.jpeg,abaerbock,0.9987950325012208,"[431, 502, 472, 555]","[447.6522, 522.6407]","[465.5874, 521.86334]","[459.71872, 531.8905]","[450.76413, 542.7128]","[464.78226, 542.21515]",828,1472,/content/images/upload_s3/abaerbock_16-09-2021_00:00_image8.jpeg
6763653e-1115-489c-8a89-b80398b522be,abaerbock_16-09-2021_00:00_image8.jpeg,abaerbock,0.998079776763916,"[199, 411, 306, 575]","[264.26624, 479.27545]","[295.44415, 489.92007]","[292.19147, 518.00885]","[255.362, 538.8467]","[275.32132, 548.20197]",828,1472,/content/images/upload_s3/abaerbock_16-09-2021_00:00_image8.jpeg
00365845-c602-43ce-8cd0-aebd9be00e1c,abaerbock_16-09-2021_00:00_image8.jpeg,abaerbock,0.9980632662773132,"[562, 311, 682, 468]","[573.07947, 377.33618]","[608.2183, 376.42093]","[575.6421, 410.72556]","[589.3254, 437.6648]","[610.3389, 436.31412]",828,1472,/content/images/upload_s3/abaerbock_16-09-2021_00:00_image8.jpeg
76f744fc-4bad-47c1-af33-e90ec1834f06,nicola_beer_22-09-2021_00:00_image8.jpeg,nicola_beer,0.9989495873451232,"[497, 807, 510, 826]","[498.99014, 814.5728]","[501.3653, 815.35034]","[497.30457, 818.3904]","[498.83914, 821.91046]","[500.3763, 822.20984]",828,1472,/content/images/upload_s3/nicola_beer_22-09-2021_00:00_image8.jpeg
cfdba4ee-d03c-4c6b-9b55-a9438c50923e,nicola_beer_22-09-2021_00:00_image8.jpeg,nicola_beer,0.9944932460784912,"[128, 203, 147, 228]","[133.05292, 213.62936]","[141.52438, 213.07324]","[137.28752, 218.36388]","[134.2364, 222.08536]","[141.55885, 221.64653]",828,1472,/content/images/upload_s3/nicola_beer_22-09-2021_00:00_image8.jpeg
b968b611-3489-4d3a-8f2c-af0169ccbd41,nicola_beer_22-09-2021_00:00_image8.jpeg,nicola_beer,0.9942492842674256,"[389, 804, 404, 825]","[399.87164, 814.63727]","[402.24274, 815.0106]","[402.85986, 819.1861]","[398.23633, 821.62744]","[399.65536, 822.28625]",828,1472,/content/images/upload_s3/nicola_beer_22-09-2021_00:00_image8.jpeg
90162278-dfb4-4bf9-8485-27b0897502d2,nicola_beer_22-09-2021_00:00_image8.jpeg,nicola_beer,0.9483824372291564,"[204, 334, 216, 348]","[208.26479, 339.83014]","[213.3352, 339.65967]","[210.92657, 342.25693]","[209.01337, 344.59872]","[213.147, 344.47998]",828,1472,/content/images/upload_s3/nicola_beer_22-09-2021_00:00_image8.jpeg
5e34f757-074e-490b-a301-c91880cb188e,nicola_beer_22-09-2021_00:00_image8.jpeg,nicola_beer,0.932299792766571,"[298, 773, 310, 793]","[305.8158, 781.0245]","[308.1247, 780.40393]","[309.20966, 784.1595]","[306.591, 788.2267]","[308.34897, 787.9676]",828,1472,/content/images/upload_s3/nicola_beer_22-09-2021_00:00_image8.jpeg
f03a7ff9-9dd4-492a-9518-542ad31f1780,robert.habeck_23-09-2021_00:00_image3.jpeg,robert.habeck,0.9993258118629456,"[477, 397, 650, 624]","[506.0586, 493.4752]","[581.2421, 485.36575]","[530.0873, 530.8722]","[518.50354, 572.14417]","[580.2415, 565.2185]",828,1472,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_image3.jpeg
c7c65e48-53b1-492a-9f1f-ac98b0b2bcec,robert.habeck_23-09-2021_00:00_image3.jpeg,robert.habeck,0.9990376830101012,"[182, 291, 314, 478]","[209.4181, 365.69086]","[269.9002, 357.55026]","[237.11188, 395.02625]","[220.36166, 431.10306]","[272.0935, 424.49246]",828,1472,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_image3.jpeg
90f5b73c-414a-4a60-92c4-30dc7ddb1b30,robert.habeck_23-09-2021_00:00_image3.jpeg,robert.habeck,0.9988436102867126,"[755, 0, 827, 107]","[777.172, 39.482777]","[816.0355, 38.579918]","[794.2462, 59.595673]","[780.992, 78.36234]","[812.54407, 77.2566]",828,1472,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_image3.jpeg
6171ab3e-3e0a-4b6c-8df2-66cacb3043b6,robert.habeck_23-09-2021_00:00_image3.jpeg,robert.habeck,0.9987151026725768,"[524, 161, 625, 296]","[559.1517, 214.94124]","[603.8012, 215.54128]","[584.7833, 245.44907]","[565.31006, 266.6915]","[597.06354, 267.05194]",828,1472,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_image3.jpeg
18b1fa18-c873-4078-b04a-be1d6ad1a7d2,robert.habeck_23-09-2021_00:00_image3.jpeg,robert.habeck,0.9986152052879332,"[76, 197, 162, 317]","[107.21234, 247.52296]","[143.65628, 250.19388]","[126.323204, 270.83484]","[109.34805, 289.983]","[135.09328, 292.05786]",828,1472,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_image3.jpeg
1777428f-c7af-43ab-98c2-61e8bfc71e64,robert.habeck_23-09-2021_00:00_image3.jpeg,robert.habeck,0.9984567761421204,"[431, 91, 508, 196]","[450.79108, 125.48747]","[485.33026, 129.50389]","[463.3644, 149.71475]","[449.9193, 165.96175]","[476.77554, 169.32979]",828,1472,/content/images/upload_s3/robert.habeck_23-09-2021_00:00_image3.jpeg
ed30461d-590f-4f03-ab3d-97f9a0e385c7,olafscholz_19-09-2021_00:00_image3.jpeg,olafscholz,0.9986260533332824,"[701, 64, 1078, 686]","[783.68097, 304.54657]","[1006.40674, 314.33554]","[847.92847, 422.29208]","[805.1874, 535.9908]","[975.7854, 544.9111]",1080,1920,/content/images/upload_s3/olafscholz_19-09-2021_00:00_image3.jpeg
52d35a12-ba83-4328-8cdb-e3c58d9a0eb0,nicola_beer_26-09-2021_00:00_video0.jpeg,nicola_beer,0.9996954202651978,"[335, 395, 393, 475]","[342.20093, 426.51978]","[354.18518, 430.54666]","[335.6051, 442.78162]","[347.13266, 454.3495]","[357.6475, 456.3948]",480,852,/content/images/upload_s3/nicola_beer_26-09-2021_00:00_video0.jpeg
be7568d6-bc21-4bf4-82b8-e9acd748d514,nicola_beer_26-09-2021_00:00_video0.jpeg,nicola_beer,0.9996509552001952,"[59, 365, 122, 441]","[83.57074, 390.79724]","[109.65823, 401.52408]","[93.43347, 413.30566]","[74.67088, 418.0425]","[96.015945, 426.85126]",480,852,/content/images/upload_s3/nicola_beer_26-09-2021_00:00_video0.jpeg
9a7e6d1a-eb76-4185-98cf-57590e9fbcff,fw_bayern_21-09-2021_00:00_image2.jpeg,fw_bayern,0.99943745136261,"[559, 696, 634, 798]","[576.60645, 738.9827]","[611.97253, 736.5471]","[594.1129, 761.3881]","[582.7259, 772.3382]","[614.451, 770.04254]",1080,1920,/content/images/upload_s3/fw_bayern_21-09-2021_00:00_image2.jpeg
b6029229-ce51-4572-8b37-c0ff8d68546c,fw_bayern_21-09-2021_00:00_image2.jpeg,fw_bayern,0.9991922974586488,"[377, 643, 450, 738]","[393.90933, 687.31226]","[426.53894, 678.0966]","[413.05954, 700.0358]","[404.5453, 718.2076]","[431.28247, 710.7799]",1080,1920,/content/images/upload_s3/fw_bayern_21-09-2021_00:00_image2.jpeg
eeeaf008-a402-47d4-9728-653f5e3020fd,fw_bayern_21-09-2021_00:00_image2.jpeg,fw_bayern,0.9986902475357056,"[689, 684, 777, 806]","[709.31366, 741.79]","[748.52277, 744.22565]","[725.0226, 769.6988]","[713.9128, 781.37006]","[743.82367, 783.1196]",1080,1920,/content/images/upload_s3/fw_bayern_21-09-2021_00:00_image2.jpeg
e4002abd-fc54-49ff-af11-ecf0beb71be8,fw_bayern_21-09-2021_00:00_image2.jpeg,fw_bayern,0.9984259605407716,"[222, 772, 285, 851]","[237.54414, 806.6159]","[267.32422, 803.07465]","[253.3235, 819.9828]","[241.60213, 831.6569]","[268.5551, 828.8375]",1080,1920,/content/images/upload_s3/fw_bayern_21-09-2021_00:00_image2.jpeg
22de3dbe-b672-4270-9ce7-f3cfc866a070,fw_bayern_21-09-2021_00:00_image2.jpeg,fw_bayern,0.997960925102234,"[10, 537, 48, 585]","[19.629192, 554.98553]","[37.91179, 556.37823]","[27.750782, 565.5929]","[19.022564, 571.1719]","[36.075726, 572.3145]",1080,1920,/content/images/upload_s3/fw_bayern_21-09-2021_00:00_image2.jpeg
03d3d740-8428-49fb-b7a4-b34bca3a1f2d,cdu_20-09-2021_00:00_video16.jpeg,cdu,0.9990257620811462,"[204, 244, 305, 385]","[232.34995, 298.74838]","[280.02725, 297.8141]","[256.94925, 329.1218]","[240.01578, 353.9949]","[274.2531, 353.3767]",480,852,/content/images/upload_s3/cdu_20-09-2021_00:00_video16.jpeg
97d04a82-8cda-41df-b1aa-71236cc4df7a,cdu_20-09-2021_00:00_video16.jpeg,cdu,0.9132264852523804,"[107, 406, 122, 425]","[116.0213, 417.1999]","[119.499695, 417.02017]","[118.251564, 421.46683]","[113.92873, 423.74054]","[115.918625, 423.77484]",480,852,/content/images/upload_s3/cdu_20-09-2021_00:00_video16.jpeg
8e3746c1-77e0-4604-9521-5296622c2135,fw_bayern_20-09-2021_00:00_image2.jpeg,fw_bayern,0.9988132119178772,"[548, 511, 651, 660]","[577.11804, 580.299]","[621.145, 574.2692]","[602.6721, 604.98157]","[590.58685, 629.3003]","[622.8331, 624.0496]",1080,1920,/content/images/upload_s3/fw_bayern_20-09-2021_00:00_image2.jpeg
e38be28f-8a3c-40da-bab1-629ffbba46cb,fw_bayern_20-09-2021_00:00_image2.jpeg,fw_bayern,0.99824458360672,"[66, 81, 111, 143]","[74.07082, 107.44667]","[95.427246, 104.72807]","[83.794136, 117.35448]","[77.9912, 127.95727]","[97.18419, 125.58698]",1080,1920,/content/images/upload_s3/fw_bayern_20-09-2021_00:00_image2.jpeg
08725f5a-76ff-4c97-bfef-bb96a8ed257b,armin_laschet_16-09-2021_00:00_image0.jpeg,armin_laschet,0.9968138337135316,"[799, 423, 855, 512]","[806.18274, 459.16248]","[811.77155, 457.96185]","[799.4725, 476.50183]","[813.3207, 492.59756]","[817.3375, 490.89844]",1080,1920,/content/images/upload_s3/armin_laschet_16-09-2021_00:00_image0.jpeg
f22d3b4c-c982-476e-b477-823a7c5d6be1,armin_laschet_16-09-2021_00:00_image0.jpeg,armin_laschet,0.9960235357284546,"[455, 375, 502, 448]","[463.46463, 405.2712]","[470.49744, 406.80286]","[456.73083, 419.1136]","[465.65817, 431.57224]","[470.07053, 431.9179]",1080,1920,/content/images/upload_s3/armin_laschet_16-09-2021_00:00_image0.jpeg
