face_uuid,match_file,match_score,model,distance_metric,number_of_hits
5877f97c-1967-4b2a-94f0-55cba41a5623,6eea9eca-17f8-4cce-b3dd-7cf5cb345415.png,0.913622056556019,Facenet512,euclidean_l2,12
b2335109-68db-4a33-b144-69ee05730cef,1bd44b42-05b1-4e5e-9ecf-b19872c3a776.png,0.8875804096807219,Facenet512,euclidean_l2,26
1cfb9b7e-72b6-4fde-93fd-e132427c5dd3,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.7816688486253917,Facenet512,euclidean_l2,36
c761a2d2-71a1-486f-8519-9617ddda1cda,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.7713440692417428,Facenet512,euclidean_l2,20
15eaa1e3-102a-493a-8482-419f8e7b877f,cc6b3530-cd71-4500-a5fe-d868c449b8d1.png,1.0241118062085615,Facenet512,euclidean_l2,2
babbd18b-c655-465d-b180-995a865d6f46,6eea9eca-17f8-4cce-b3dd-7cf5cb345415.png,0.8580207961798835,Facenet512,euclidean_l2,28
c3c1ff33-e69e-4356-9f8e-7605d369ff10,1f347af9-a36f-4727-923b-4c1a1e934ab9.png,0.8123509463204958,Facenet512,euclidean_l2,24
6931f623-3682-459d-933d-dd527800efe1,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.7766159440437519,Facenet512,euclidean_l2,40
92bd79b5-8427-4de4-9804-6d889758c28d,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.3152807167082091,Facenet512,euclidean_l2,40
24215c77-f99a-43a5-af44-377bc9b0b86d,laschet_armin.jpeg,0.7014654480945308,Facenet512,euclidean_l2,40
feaf6fb4-487d-406c-a4c6-210b4d4a40c6,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.8967117136156396,Facenet512,euclidean_l2,32
10cae54c-1171-4d09-ab1c-b80bc8ccd7fa,80b6f539-47d0-408e-8a0b-aadcffe513a5.png,0.7882241034752097,Facenet512,euclidean_l2,40
c486565d-bd4f-439b-8d43-ab431079b840,1e103923-022b-4d3f-a32e-e9c848a00e70.png,0.717845070568025,Facenet512,euclidean_l2,40
5219dff8-98bd-473e-bf60-5664c78ebaa1,laschet_armin.jpeg,0.9827066864203934,Facenet512,euclidean_l2,2
160463d0-315c-48d2-8414-e492991596ab,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,1.0300578889156147,Facenet512,euclidean_l2,2
cf7242b1-ad33-47f4-97ca-85b6db925082,b95e4651-bf56-4f12-8d9c-4defe1aef9b0.png,0.6481344470193322,Facenet512,euclidean_l2,38
8a0a1511-4aa3-43f6-8ac5-07d838f66fd7,1f347af9-a36f-4727-923b-4c1a1e934ab9.png,0.9184651058993548,Facenet512,euclidean_l2,22
b2e3601e-f0f6-457f-ab26-4106f8c9c30b,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.9301042530689014,Facenet512,euclidean_l2,10
8d32855b-4fe6-44ac-be9d-3d47aaaf4f64,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.9863668029433049,Facenet512,euclidean_l2,4
56239880-1112-4fb9-9019-65ddca3cd5cd,6b5fba44-8fb8-4e07-98e3-960e82e765a9.png,0.9759998469474742,Facenet512,euclidean_l2,6
3f6a53c8-53b0-4961-96d4-acc887e8ff07,b95e4651-bf56-4f12-8d9c-4defe1aef9b0.png,0.3559267774070867,Facenet512,euclidean_l2,40
6d719252-b87b-49f1-88b6-7262c764d262,laschet_armin.jpeg,0.6112509607569606,Facenet512,euclidean_l2,38
7b8d7ddd-11e4-4af7-96c0-c785d5af8ae4,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.7310175340781768,Facenet512,euclidean_l2,18
e51b6dc4-1376-457f-bd6d-b9b9411a41b6,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.8945555595172392,Facenet512,euclidean_l2,30
47b3f0ee-7b54-4420-a796-01718e6ac265,cc6b3530-cd71-4500-a5fe-d868c449b8d1.png,1.004985650916761,Facenet512,euclidean_l2,4
