image,type,bucket_url,face_uuid,retina_face_score,facial_area,right_eye,left_eye,nose,mouth_right,mouth_left,image_width,image_height,f_pixel_x,f_pixel_y,f_pixel_width,f_pixel_height,f_relativ_x,f_relativ_y,f_relativ_width,f_relativ_height
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,5968cc17-7171-4160-92a0-eb15b1b9e386,0.9985648989677428,"[1045, 784, 1085, 835]","[1064.4988, 807.582]","[1080.8024, 804.84973]","[1077.5176, 816.98315]","[1067.4902, 825.0133]","[1079.897, 823.3526]",1440,1799,1045,784,40,51,72.56944444444444,43.57976653696498,2.7777777777777777,2.8349082823790996
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,9ef26da7-208a-440e-a9d6-d7155fa8da03,0.9985492825508118,"[364, 348, 402, 394]","[377.72095, 372.9378]","[395.63037, 369.92828]","[389.6229, 381.59872]","[381.7654, 387.42197]","[395.8301, 385.25858]",1440,1799,364,348,38,46,25.27777777777778,19.344080044469152,2.638888888888889,2.5569760978321288
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,63a5afb4-eb9a-4713-b6be-3e296b34d8dd,0.9985312223434448,"[611, 1673, 662, 1735]","[631.7395, 1702.4563]","[654.876, 1699.7064]","[647.70026, 1715.4667]","[635.7961, 1723.9769]","[653.75287, 1722.266]",1440,1799,611,1673,51,62,42.43055555555556,92.99610894941634,3.5416666666666665,3.446359088382435
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,0c57a7f6-08fb-49f7-bbd8-6ca4d12b29ea,0.9985231757164,"[591, 1233, 644, 1295]","[612.1541, 1254.7698]","[634.786, 1258.9215]","[623.7731, 1269.5742]","[609.7327, 1278.4995]","[628.6202, 1281.8884]",1440,1799,591,1233,53,62,41.041666666666664,68.53807670928293,3.680555555555556,3.446359088382435
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,4356d202-558b-4ef4-9954-51325c07f504,0.998464584350586,"[278, 1387, 323, 1438]","[293.65753, 1411.1716]","[313.03735, 1406.7823]","[308.13483, 1416.622]","[300.75262, 1427.4384]","[315.82413, 1423.9753]",1440,1799,278,1387,45,51,19.305555555555557,77.09838799332964,3.125,2.8349082823790996
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,19a88b32-9512-414b-9ba7-c0f713df105e,0.9984513521194458,"[1230, 1122, 1280, 1175]","[1256.3789, 1150.6078]","[1271.9355, 1148.9612]","[1267.6389, 1163.2224]","[1254.3242, 1168.4103]","[1263.7603, 1167.8112]",1440,1799,1230,1122,50,53,85.41666666666666,62.36798221234019,3.4722222222222223,2.9460811561978875
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,879499e1-1759-48af-b832-6d34fc0f9dc6,0.9984055161476136,"[40, 484, 83, 542]","[52.89964, 508.63663]","[72.21217, 507.69662]","[63.49532, 518.3428]","[55.671993, 528.4321]","[72.14279, 527.70807]",1440,1799,40,484,43,58,2.7777777777777777,26.90383546414675,2.986111111111111,3.224013340744859
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,1e7ca812-1032-4066-9eea-a32b3825745a,0.9983381032943726,"[1355, 900, 1406, 967]","[1365.1123, 927.53827]","[1388.1925, 924.5653]","[1376.3329, 941.4255]","[1369.5817, 950.66833]","[1390.5537, 948.16815]",1440,1799,1355,900,51,67,94.0972222222222,50.0277932184547,3.5416666666666665,3.7242912729294058
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,97d0119c-ee2e-46df-8e85-97eaa241d957,0.9982652068138124,"[410, 1223, 453, 1279]","[419.8776, 1244.4484]","[440.4095, 1242.4753]","[429.8996, 1253.1466]","[422.55078, 1264.7343]","[440.3579, 1263.2074]",1440,1799,410,1223,43,56,28.47222222222222,67.982212340189,2.986111111111111,3.11284046692607
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,432c207b-5861-436d-af24-035a3308cb74,0.9982522130012512,"[517, 1151, 561, 1204]","[538.13367, 1171.7954]","[553.14215, 1167.701]","[553.79584, 1177.2432]","[545.16174, 1190.2759]","[557.30035, 1187.4901]",1440,1799,517,1151,44,53,35.90277777777778,63.97998888271261,3.0555555555555554,2.9460811561978875
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,0a9d47df-2b29-4b95-bc73-ac74544d3ba2,0.9982267022132874,"[1084, 840, 1132, 889]","[1092.8408, 860.091]","[1110.5599, 860.13617]","[1098.521, 870.7003]","[1095.932, 878.12494]","[1108.9242, 877.88715]",1440,1799,1084,840,48,49,75.27777777777777,46.69260700389105,3.3333333333333335,2.7237354085603114
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,6123bf90-dad7-4088-9785-0a554c00320a,0.9982202649116516,"[918, 1012, 967, 1074]","[934.4667, 1042.6674]","[956.59186, 1039.9082]","[948.10345, 1055.2146]","[939.29034, 1063.243]","[957.0911, 1061.2562]",1440,1799,918,1012,49,62,63.74999999999999,56.25347415230683,3.4027777777777777,3.446359088382435
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,12fc84d3-671a-48b8-8099-f59b865f9801,0.9982118606567384,"[857, 901, 907, 965]","[869.0391, 927.2254]","[892.4901, 927.52783]","[879.7989, 940.3522]","[870.49115, 950.26044]","[890.10516, 950.4273]",1440,1799,857,901,50,64,59.513888888888886,50.08337965536409,3.4722222222222223,3.5575319622012227
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,2ba5c5dc-e5cc-4a3b-8c31-dbf75ba9c419,0.9981935620307922,"[611, 214, 645, 262]","[619.4864, 233.86687]","[635.122, 233.04333]","[627.5554, 243.57611]","[622.4003, 251.78954]","[634.8936, 251.12254]",1440,1799,611,214,34,48,42.43055555555556,11.895497498610338,2.361111111111111,2.668148971650917
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,ca89f9e9-dd78-4e85-8bc9-0fb3f529c17b,0.99813973903656,"[1193, 323, 1232, 368]","[1200.837, 346.387]","[1217.0659, 340.47552]","[1210.3048, 351.8881]","[1208.7079, 360.8837]","[1220.9841, 356.22168]",1440,1799,1193,323,39,45,82.84722222222223,17.954419121734297,2.7083333333333335,2.501389660922735
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,e325834e-58fe-4c63-8693-0db029b521d8,0.99812251329422,"[221, 792, 267, 843]","[234.16469, 806.8634]","[254.14694, 805.3932]","[244.8094, 816.3501]","[237.33945, 827.69183]","[253.47707, 826.568]",1440,1799,221,792,46,51,15.347222222222223,44.02445803224013,3.194444444444444,2.8349082823790996
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,d984b0d3-30dd-4101-a966-0b9981b29c3b,0.9981173276901244,"[526, 1460, 583, 1535]","[541.74884, 1491.3865]","[567.5572, 1489.9918]","[554.84863, 1506.2844]","[544.1338, 1517.0538]","[566.5112, 1516.0627]",1440,1799,526,1460,57,75,36.52777777777778,81.1561978877154,3.958333333333333,4.1689827682045575
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,2ee8c008-7100-41fc-8b86-912662e6d03c,0.9980961680412292,"[608, 668, 646, 710]","[615.53394, 685.4887]","[632.5401, 683.6603]","[623.6685, 694.58154]","[620.17084, 702.2532]","[632.78125, 700.6584]",1440,1799,608,668,38,42,42.22222222222222,37.13173985547527,2.638888888888889,2.3346303501945527
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,782a9485-4ade-46b1-bf5c-d09319729eb0,0.9980692267417908,"[92, 1063, 136, 1121]","[98.74317, 1085.8772]","[109.667694, 1089.3854]","[95.565315, 1097.7692]","[98.414116, 1107.375]","[106.285706, 1109.4556]",1440,1799,92,1063,44,58,6.388888888888888,59.08838243468594,3.0555555555555554,3.224013340744859
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,fbc9b728-b009-4899-815c-fd4c1ce0a5f3,0.9980656504631042,"[609, 1031, 659, 1096]","[621.4259, 1056.3876]","[644.689, 1055.3292]","[632.89764, 1069.7021]","[623.71014, 1079.3408]","[644.4353, 1078.4843]",1440,1799,609,1031,50,65,42.291666666666664,57.30961645358532,3.4722222222222223,3.6131183991106166
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,818ada89-719a-4763-9586-d32e3a978032,0.9980491399765016,"[1026, 1286, 1074, 1340]","[1037.0377, 1305.1937]","[1058.8092, 1305.4225]","[1046.6171, 1318.2039]","[1039.0443, 1326.7667]","[1056.9342, 1326.8309]",1440,1799,1026,1286,48,54,71.25,71.48415786548082,3.3333333333333335,3.001667593107282
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,5893148b-0589-41bb-b086-64378c172408,0.9980035424232484,"[786, 397, 829, 454]","[797.2094, 420.74484]","[816.2906, 420.78528]","[806.3262, 432.87415]","[799.1847, 441.26428]","[814.89874, 441.1648]",1440,1799,786,397,43,57,54.58333333333333,22.06781545302946,2.986111111111111,3.168426903835464
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,e867949b-042a-4bc6-bf79-ca9f83c3e93b,0.9979752898216248,"[1004, 598, 1052, 658]","[1021.65796, 622.08203]","[1042.3995, 620.0208]","[1034.9113, 632.52014]","[1025.0808, 643.61475]","[1042.2686, 642.2232]",1440,1799,1004,598,48,60,69.72222222222221,33.24068927181767,3.3333333333333335,3.3351862145636466
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,e695e9d2-7741-49f8-a78f-1d1a7fe02778,0.9979507327079772,"[1051, 555, 1097, 613]","[1068.1768, 578.90656]","[1088.2196, 576.3263]","[1081.369, 590.53204]","[1072.5565, 600.2266]","[1088.7089, 598.3834]",1440,1799,1051,555,46,58,72.98611111111111,30.85047248471373,3.194444444444444,3.224013340744859
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,ed0c7e8c-2b98-4e32-8d88-b45081ca5cc1,0.9978786706924438,"[880, 523, 919, 568]","[889.3157, 538.0323]","[906.3699, 536.1769]","[897.93616, 547.26276]","[892.6195, 556.72626]","[906.6276, 555.2519]",1440,1799,880,523,39,45,61.111111111111114,29.07170650361312,2.7083333333333335,2.501389660922735
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,637c8ff4-4a17-4e80-9cce-6b7bf2e5b592,0.9978448152542114,"[1250, 1290, 1305, 1352]","[1263.7604, 1314.7457]","[1288.792, 1315.5181]","[1274.6425, 1324.2147]","[1265.4854, 1337.1227]","[1285.2086, 1337.7255]",1440,1799,1250,1290,55,62,86.80555555555556,71.7065036131184,3.8194444444444446,3.446359088382435
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,8e34994d-736e-432e-b03d-483b9f46bfaf,0.997826874256134,"[28, 1488, 81, 1553]","[42.238457, 1513.5349]","[67.69858, 1512.4092]","[55.558285, 1525.3678]","[45.88839, 1537.6846]","[65.68518, 1536.891]",1440,1799,28,1488,53,65,1.9444444444444444,82.71261812117842,3.680555555555556,3.6131183991106166
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,c6ea0cd9-f816-43ea-82f4-6aa0b152b241,0.9978176355361938,"[1263, 923, 1313, 986]","[1272.2466, 949.17804]","[1295.7412, 950.4674]","[1281.5372, 962.99585]","[1273.6699, 971.8133]","[1292.9058, 972.58594]",1440,1799,1263,923,50,63,87.70833333333333,51.30628126737076,3.4722222222222223,3.501945525291829
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,55407f89-6a84-4cd3-8ee3-e3f177f7496f,0.9978156089782716,"[850, 745, 895, 797]","[867.0907, 763.7073]","[886.5224, 764.256]","[878.2427, 775.67725]","[868.4099, 784.0856]","[883.757, 784.56604]",1440,1799,850,745,45,52,59.02777777777778,41.41189549749861,3.125,2.8904947192884936
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,8776abd8-748b-4d74-b47b-7acd5997b61d,0.9976372718811036,"[395, 196, 433, 244]","[404.00092, 215.01767]","[421.1348, 217.28807]","[409.74097, 223.72661]","[402.82318, 231.47672]","[416.4563, 233.19022]",1440,1799,395,196,38,48,27.430555555555557,10.894941634241246,2.638888888888889,2.668148971650917
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,6a49181c-45f5-4097-a66f-18b04d68aa0d,0.9975651502609252,"[1353, 16, 1390, 59]","[1362.7306, 33.21723]","[1378.9146, 34.66432]","[1369.4033, 43.09474]","[1363.469, 49.42936]","[1375.74, 50.408115]",1440,1799,1353,16,37,43,93.95833333333331,0.8893829905503057,2.569444444444444,2.3902167871039466
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,aff37afa-aaa4-4cec-a3dd-e81bc8251c47,0.9975528120994568,"[1086, 677, 1127, 726]","[1098.5876, 696.1119]","[1117.1061, 695.7517]","[1108.5016, 702.76556]","[1101.3806, 713.8998]","[1115.7493, 713.54407]",1440,1799,1086,677,41,49,75.41666666666667,37.63201778765981,2.8472222222222223,2.7237354085603114
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,32b0fd3a-033b-44e3-8a15-f1a750e37e49,0.9974786639213562,"[583, 531, 623, 571]","[592.79816, 547.9586]","[611.5809, 547.65424]","[602.1205, 558.367]","[596.4392, 564.47034]","[609.3767, 564.14526]",1440,1799,583,531,40,40,40.486111111111114,29.516397998888273,2.7777777777777777,2.2234574763757644
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,eb4e4589-8edd-428b-a436-674a7858e2ee,0.997430980205536,"[720, 1057, 763, 1110]","[750.49347, 1072.9965]","[755.6699, 1072.0874]","[761.4278, 1083.3893]","[751.407, 1094.7339]","[755.1198, 1094.9221]",1440,1799,720,1057,43,53,50.0,58.754863813229576,2.986111111111111,2.9460811561978875
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,0e9d100c-0369-455a-b006-61c31d8e2343,0.9973861575126648,"[1279, 1210, 1334, 1275]","[1292.7961, 1235.0521]","[1317.9393, 1237.0988]","[1302.9028, 1248.036]","[1294.1632, 1260.3501]","[1312.1998, 1261.9308]",1440,1799,1279,1210,55,65,88.81944444444444,67.25958866036687,3.8194444444444446,3.6131183991106166
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,1433df0c-ba3e-460e-a475-479d2e4bec43,0.9972767233848572,"[478, 703, 522, 753]","[491.57315, 722.50024]","[510.64374, 726.052]","[499.51624, 735.7265]","[490.26187, 741.1188]","[505.30582, 743.74384]",1440,1799,478,703,44,50,33.19444444444444,39.07726514730406,3.0555555555555554,2.7793218454697053
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,76c6ef70-0637-417a-811c-20c711a826e1,0.9972647428512572,"[475, 1282, 528, 1342]","[489.60846, 1305.0553]","[513.36005, 1304.0748]","[501.7952, 1319.0]","[493.396, 1329.362]","[511.14975, 1328.6001]",1440,1799,475,1282,53,60,32.98611111111111,71.26181211784325,3.680555555555556,3.3351862145636466
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,1cdc8da3-86aa-48f8-bff2-d32656dd9bae,0.997253119945526,"[11, 600, 47, 642]","[24.680326, 620.0175]","[39.969887, 617.4781]","[35.306473, 628.13086]","[28.962955, 634.98376]","[40.56341, 633.1586]",1440,1799,11,600,36,42,0.7638888888888888,33.35186214563646,2.5,2.3346303501945527
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,7b6300da-751e-4247-87a8-be45f4d5b269,0.9971991777420044,"[1391, 463, 1428, 511]","[1403.4105, 481.67352]","[1420.6848, 481.09378]","[1413.3954, 492.21317]","[1405.1342, 499.64438]","[1419.5538, 499.28323]",1440,1799,1391,463,37,48,96.59722222222224,25.73652028904947,2.569444444444444,2.668148971650917
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,6a22418d-89cc-40af-8b23-fa131d1b2415,0.9971820116043092,"[460, 1010, 506, 1073]","[465.82794, 1032.7653]","[478.8997, 1035.4475]","[464.26608, 1045.9744]","[465.80017, 1056.4005]","[476.15845, 1057.9121]",1440,1799,460,1010,46,63,31.944444444444443,56.14230127848805,3.194444444444444,3.501945525291829
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,f25bae6d-3a63-4f01-a84c-a32ec566bf24,0.9971699118614196,"[578, 120, 610, 166]","[582.2786, 137.6184]","[587.21844, 138.14383]","[579.01984, 146.95927]","[583.7896, 155.24484]","[587.5974, 155.06564]",1440,1799,578,120,32,46,40.13888888888889,6.670372429127293,2.2222222222222223,2.5569760978321288
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,8b022c91-6263-407e-9f66-f05c03d3e842,0.9971375465393066,"[378, 753, 417, 806]","[389.3559, 774.87024]","[407.77155, 776.39667]","[397.9576, 785.8038]","[389.0217, 792.8232]","[405.2605, 794.03326]",1440,1799,378,753,39,53,26.25,41.85658699277376,2.7083333333333335,2.9460811561978875
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,c31edce7-2e9e-40b5-8ef7-8b61d8755da8,0.9970436692237854,"[784, 1599, 839, 1663]","[803.81476, 1622.0985]","[828.75604, 1617.6986]","[820.9765, 1633.5571]","[809.92596, 1647.8955]","[829.7814, 1644.8162]",1440,1799,784,1599,55,64,54.44444444444444,88.88271261812118,3.8194444444444446,3.5575319622012227
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,07eae1d8-7238-4b9d-a3bb-3502fb76c260,0.9968714118003844,"[61, 755, 102, 807]","[75.968185, 774.3276]","[93.61596, 775.0078]","[85.96394, 783.38983]","[77.3056, 793.6869]","[91.88794, 794.2637]",1440,1799,61,755,41,52,4.236111111111112,41.96775986659255,2.8472222222222223,2.8904947192884936
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,8fe6f1f2-eb7a-4d53-9091-713f880f333e,0.9968121647834778,"[524, 154, 561, 198]","[535.18396, 170.33046]","[551.81323, 169.87103]","[543.7988, 179.81367]","[537.13635, 187.51953]","[550.63043, 187.19601]",1440,1799,524,154,37,44,36.388888888888886,8.560311284046692,2.569444444444444,2.445803224013341
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,15763df7-00e4-4703-a707-eb6452dab47a,0.9967405200004578,"[191, 1454, 240, 1507]","[211.18523, 1476.2523]","[230.91864, 1474.1819]","[224.29095, 1487.1805]","[214.3905, 1495.2804]","[230.05177, 1494.0037]",1440,1799,191,1454,49,53,13.26388888888889,80.82267926625903,3.4027777777777777,2.9460811561978875
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,e13d1d4b-637d-4bab-93cd-b9b2891b9b9d,0.9967345595359802,"[995, 977, 1040, 1032]","[1014.2598, 996.625]","[1031.9895, 1002.3614]","[1022.28174, 1010.653]","[1009.89435, 1017.2783]","[1023.8983, 1021.86597]",1440,1799,995,977,45,55,69.09722222222221,54.30794886047804,3.125,3.0572540300166757
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,29075187-48c5-4448-bc4c-718520275467,0.996639847755432,"[642, 775, 688, 830]","[657.49976, 793.8297]","[677.1945, 793.7252]","[668.3195, 802.3272]","[659.8209, 815.2862]","[675.6386, 815.19366]",1440,1799,642,775,46,55,44.583333333333336,43.07948860478044,3.194444444444444,3.0572540300166757
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,dcdc1bbe-2576-45d4-9e77-42ab0c0f0e4a,0.9964516162872314,"[713, 681, 757, 733]","[727.1655, 703.3732]","[746.8654, 704.0096]","[737.3825, 716.0059]","[729.0061, 722.84766]","[744.11993, 723.323]",1440,1799,713,681,44,52,49.51388888888889,37.85436353529739,3.0555555555555554,2.8904947192884936
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,eff7ecaa-8003-41dd-8aa5-c938b9e52c20,0.996340036392212,"[1271, 329, 1310, 374]","[1285.0284, 352.15533]","[1301.6953, 350.0389]","[1295.9999, 359.0472]","[1289.4501, 366.434]","[1301.6898, 364.9289]",1440,1799,1271,329,39,45,88.26388888888889,18.28793774319066,2.7083333333333335,2.501389660922735
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,5217d7d5-a364-4158-be27-d5a04feaeecb,0.9962395429611206,"[1241, 715, 1282, 768]","[1250.0485, 736.3245]","[1268.0854, 736.9323]","[1257.446, 748.52924]","[1251.8788, 756.9059]","[1265.9204, 757.0736]",1440,1799,1241,715,41,53,86.18055555555556,39.74430239021679,2.8472222222222223,2.9460811561978875
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,c168d217-73e6-4f5b-b9cb-acabfd59b398,0.9961532950401306,"[119, 1283, 178, 1362]","[130.95425, 1319.4398]","[156.49527, 1321.0844]","[140.46843, 1336.8865]","[133.87407, 1347.2766]","[152.8164, 1348.501]",1440,1799,119,1283,59,79,8.26388888888889,71.31739855475264,4.097222222222222,4.391328515842134
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,e513e1be-e8e3-480b-a77a-7ea0ca88cde6,0.996146559715271,"[107, 724, 151, 774]","[122.2903, 738.91455]","[142.32056, 740.89844]","[132.4975, 750.35425]","[121.83731, 759.43]","[138.18712, 761.12775]",1440,1799,107,724,44,50,7.430555555555555,40.24458032240133,3.0555555555555554,2.7793218454697053
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,8b7fdde3-888f-498c-99cf-795889923a8c,0.9959794282913208,"[418, 312, 452, 352]","[425.89355, 327.4101]","[441.91754, 326.63788]","[433.53778, 335.10852]","[428.28525, 342.9309]","[440.68338, 342.3198]",1440,1799,418,312,34,40,29.02777777777778,17.34296831573096,2.361111111111111,2.2234574763757644
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,6d7c6834-fe5e-4b4f-a944-0e76f146dc08,0.9957231283187866,"[826, 1037, 871, 1090]","[839.38824, 1057.446]","[859.7944, 1058.3744]","[849.1369, 1068.4258]","[839.64685, 1076.6174]","[856.8019, 1077.4373]",1440,1799,826,1037,45,53,57.36111111111111,57.64313507504168,3.125,2.9460811561978875
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,8a183f66-dde1-44af-b72c-b0ba219e6dfd,0.9952190518379213,"[1081, 899, 1131, 959]","[1092.5236, 923.3091]","[1115.5033, 922.3223]","[1103.379, 935.14703]","[1095.376, 945.43915]","[1114.0038, 944.56714]",1440,1799,1081,899,50,60,75.06944444444444,49.9722067815453,3.4722222222222223,3.3351862145636466
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,f62773ba-670b-4293-958d-c766bb4cd5d6,0.9950782060623168,"[189, 770, 234, 827]","[201.61668, 791.24634]","[221.5855, 793.3648]","[210.00446, 803.33203]","[201.44946, 812.87714]","[217.08136, 814.4658]",1440,1799,189,770,45,57,13.125,42.80155642023346,3.125,3.168426903835464
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,f90d1393-6da6-494f-8e8f-8d82e48b0270,0.9948773980140686,"[1289, 748, 1333, 809]","[1297.2595, 775.33417]","[1312.8802, 775.8266]","[1301.6235, 787.1979]","[1298.3263, 795.75226]","[1310.8077, 795.7943]",1440,1799,1289,748,44,61,89.51388888888889,41.578654808226794,3.0555555555555554,3.3907726514730405
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,dc595078-d417-4b41-a680-65fb4037fd1e,0.9948477745056152,"[264, 135, 295, 173]","[277.6928, 152.72685]","[290.1695, 150.76399]","[286.84747, 159.23917]","[280.9054, 165.96861]","[290.29587, 164.60432]",1440,1799,264,135,31,38,18.333333333333332,7.5041689827682045,2.1527777777777777,2.112284602556976
images/robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,Post,robert.habeck/2021-09-24_20-23-24_UTC_2.jpg,fb84e5f5-08a5-4b56-9bcc-11a57dd7a55e,0.9948403239250184,"[1019, 534, 1061, 590]","[1033.9188, 559.1172]","[1051.2312, 558.4157]","[1043.5276, 569.6688]","[1035.8589, 578.2167]","[1049.909, 577.80334]",1440,1799,1019,534,42,56,70.76388888888889,29.683157309616455,2.9166666666666665,3.11284046692607
